"user_id","song","first_name","last_name"
"80","Thank You for Being a Friend","Tegan","Levine"
"88","Imanol","Mohammad","Rodriguez"
"77","Welcome To The Black Parade (Album Version)","Magdalene","Herman"
"88","Somebody To Love","Mohammad","Rodriguez"
"80","Aanzoek Zonder Ringen (met Kodo)","Tegan","Levine"
"36","Bat Country (Album Version)","Matthew","Jones"
"88","I Feel So Fine ","Mohammad","Rodriguez"
"77","Revelry","Magdalene","Herman"
"80","Midlife Crisis","Tegan","Levine"
"36","Him","Matthew","Jones"
"77","Alone In This Bed (Capeside)","Magdalene","Herman"
"36","Brave as a Noun","Matthew","Jones"
"80","Girl Tonite [Featuring Trey Songz] [Explicit Album Version]","Tegan","Levine"
"88","Thong Song","Mohammad","Rodriguez"
"77","To Heal","Magdalene","Herman"
"36","The Only Exception (Album Version)","Matthew","Jones"
"77","Hey_ Soul Sister","Magdalene","Herman"
"80","Frisch und g'sund","Tegan","Levine"
"88","I CAN'T GET STARTED","Mohammad","Rodriguez"
"36","Undantag","Matthew","Jones"
"77","Pursuit Of Happiness (nightmare)","Magdalene","Herman"
"36","Viejo","Matthew","Jones"
"88","Y solo se me ocurre amarte (Unplugged)","Mohammad","Rodriguez"
"36","Burn My Shadow","Matthew","Jones"
"88","My Love","Mohammad","Rodriguez"
"55","Take It All","Martin","Johnson"
"36","Where Is My Mind?","Matthew","Jones"
"88","Last Cup Of Sorrow","Mohammad","Rodriguez"
"36","Rocky","Matthew","Jones"
"88","I Believe In A Thing Called Love","Mohammad","Rodriguez"
"36","Mais E Mais Amor","Matthew","Jones"
"88","Flava In Your Ear","Mohammad","Rodriguez"
"80","Grux","Tegan","Levine"
"80","Soulful Dress","Tegan","Levine"
"88","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","Mohammad","Rodriguez"
"80","Frases Mudas","Tegan","Levine"
"88","Gong","Mohammad","Rodriguez"
"80","You Are Not Stubborn","Tegan","Levine"
"80","Firecracker","Tegan","Levine"
"88","Sin Salsa No Hay ParaÃÂ­so","Mohammad","Rodriguez"
"80","Heavy Soul ","Tegan","Levine"
"88","Yes Please","Mohammad","Rodriguez"
"80","The World We Love So Much","Tegan","Levine"
"88","Van Helsing Boombox","Mohammad","Rodriguez"
"80","Untangle","Tegan","Levine"
"88","OMG","Mohammad","Rodriguez"
"80","Peggy-O [Studio Outtake]","Tegan","Levine"
"88","I Never (Album Version)","Mohammad","Rodriguez"
"80","I'm Your Man","Tegan","Levine"
"88","Love Me","Mohammad","Rodriguez"
"80","Miss You","Tegan","Levine"
"88","Addicted2Me","Mohammad","Rodriguez"
"88","A Man/Me/Then Jim (Album Version)","Mohammad","Rodriguez"
"80","Cosmic Love","Tegan","Levine"
"80","Harder Better Faster Stronger (Alive Radio Edit 2007)","Tegan","Levine"
"37","Your Body's Callin'","Jordan","Hicks"
"80","Fall In Love (your funeral)","Tegan","Levine"
"37","Sweets For My Sweet","Jordan","Hicks"
"80","Here It Comes","Tegan","Levine"
"80","Mrs. Officer","Tegan","Levine"
"80","Becoming [Live Version]","Tegan","Levine"
"80","DOA","Tegan","Levine"
"80","My Ride","Tegan","Levine"
"80","Fireflies","Tegan","Levine"
"80","Breed","Tegan","Levine"
"80","Stronger","Tegan","Levine"
"80","The New Chapter","Tegan","Levine"
"80","Love Is All Around","Tegan","Levine"
"80","Come Fly With Me (Album Version)","Tegan","Levine"
"80","To Ever Live Without Me","Tegan","Levine"
"80","Please Don't Go","Tegan","Levine"
"61","Postcards From Far Away","Samuel","Gonzalez"
"61","Crumpshit","Samuel","Gonzalez"
"80","Intro","Tegan","Levine"
"80","Method Man","Tegan","Levine"
"61","Love & Leaving","Samuel","Gonzalez"
"80","What Have I Done To Deserve This? (2001 Digital Remaster)","Tegan","Levine"
"61","The Only Exception (Album Version)","Samuel","Gonzalez"
"80","We Are One","Tegan","Levine"
"61","Cause You Know","Samuel","Gonzalez"
"80","Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)","Tegan","Levine"
"80","If Not For Your Grace","Tegan","Levine"
"61","Bird Song Intro","Samuel","Gonzalez"
"80","Actions not words","Tegan","Levine"
"80","Happy Up Here","Tegan","Levine"
"80","In One Ear","Tegan","Levine"
"80","There Are Worse Things Than Being Alone","Tegan","Levine"
"80","La Pared","Tegan","Levine"
"80","Fight Fire With Fire","Tegan","Levine"
"32","red signal","Lily","Burns"
"80","Just Another Day","Tegan","Levine"
"80","Baobabs (Bonus Album Version)","Tegan","Levine"
"80","Sala De RecepÃÂ§ÃÂ£o","Tegan","Levine"
"80","Not the One (Album Version)","Tegan","Levine"
"80","Lithium","Tegan","Levine"
"80","Where Damage Isn't Already Done","Tegan","Levine"
"80","Con sÃÂ³lo una mirada","Tegan","Levine"
"80","Alejandro","Tegan","Levine"
"80","Fools","Tegan","Levine"
"80","Go To Sleep","Tegan","Levine"
"99","Mean Ol'World","Ann","Banks"
"43","En Mi Mundo","Jahiem","Miles"
"43","We'll Never Know","Jahiem","Miles"
"43","Cabaret Blanco","Jahiem","Miles"
"6","Tarkus","Cecilia","Owens"
"25","Weird Era","Jayden","Graves"
"25","No Surprise","Jayden","Graves"
"25","Club Tropicana","Jayden","Graves"
"25","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","Jayden","Graves"
"25","Depot Blues","Jayden","Graves"
"25","Lucky (Album Version)","Jayden","Graves"
"25","Talking In Your Sleep","Jayden","Graves"
"25","Such Great Heights","Jayden","Graves"
"25","Always Will (LP Version)","Jayden","Graves"
"25","Above The Clouds (Edited)","Jayden","Graves"
"25","Coldest Winter","Jayden","Graves"
"25","Nan Ni Wan","Jayden","Graves"
"25","Back In The Day","Jayden","Graves"
"51","Vielas De Alfama","Maia","Burke"
"25","Epilogue","Jayden","Graves"
"51","Non E_ Per Te_ Per Me","Maia","Burke"
"25","Fight For Your Life","Jayden","Graves"
"25","ReprÃÂ©sente","Jayden","Graves"
"25","Run_ Don't Walk","Jayden","Graves"
"25","The Door","Jayden","Graves"
"25","Love Always","Jayden","Graves"
"25","Bring Me To Life","Jayden","Graves"
"25","The Snow Prelude No. 2","Jayden","Graves"
"25","Ayer Me Dijo Un Ave","Jayden","Graves"
"25","Basic Space","Jayden","Graves"
"25","Big Munny","Jayden","Graves"
"25","Ms. Jackson","Jayden","Graves"
"25","The Only One","Jayden","Graves"
"25","Po' Folks","Jayden","Graves"
"25","Fool For Your Loving","Jayden","Graves"
"25","Who Can Compare","Jayden","Graves"
"25","PrÃÂ³fugos","Jayden","Graves"
"25","Home","Jayden","Graves"
"44","Dismantle. Repair.","Aleena","Kirby"
"44","Shitlist","Aleena","Kirby"
"44","Fingers Become Thumbs","Aleena","Kirby"
"44","Call Me","Aleena","Kirby"
"44","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","Aleena","Kirby"
"44","Smile","Aleena","Kirby"
"44","Fall Back Down (Album Version)","Aleena","Kirby"
"44","I'm Still Breathing","Aleena","Kirby"
"44","Punks (Krafty Kuts Remix)","Aleena","Kirby"
"16","All Summer Long (Album Version)","Rylan","George"
"44","On A Gloomy Evening","Aleena","Kirby"
"16","When You Were Young","Rylan","George"
"44","Ghost Dream","Aleena","Kirby"
"44","Rooftop Gambler","Aleena","Kirby"
"16","Can't Help But Wait (Album Version)","Rylan","George"
"44","La Pared","Aleena","Kirby"
"16","Tennessee Waltz (Live)","Rylan","George"
"44","D is for Dangerous","Aleena","Kirby"
"16","Ghost Of A Good Thing","Rylan","George"
"44","Lift Me Up","Aleena","Kirby"
"44","Snookered","Aleena","Kirby"
"44","Psycho","Aleena","Kirby"
"44","Snow [Hey Oh] (Album Version)","Aleena","Kirby"
"44","Memphis_ Tennessee","Aleena","Kirby"
"44","Jump (Live)","Aleena","Kirby"
"44","Streets Of New York (City Life)","Aleena","Kirby"
"44","Another Town","Aleena","Kirby"
"44","Well Did You Evah!","Aleena","Kirby"
"44","What's The Difference","Aleena","Kirby"
"44","Advanced (Ton T.B. Mix)","Aleena","Kirby"
"44","Apologize","Aleena","Kirby"
"44","The Maestro","Aleena","Kirby"
"44","The Only Exception (Album Version)","Aleena","Kirby"
"44","Hasta siempre","Aleena","Kirby"
"44","Howlin For You","Aleena","Kirby"
"44","Feeling Good","Aleena","Kirby"
"44","Daddy's Little Girl","Aleena","Kirby"
"44","Now Behold The Lamb","Aleena","Kirby"
"44","Make Me Happy","Aleena","Kirby"
"6","Timeless","Cecilia","Owens"
"44","Lost And Found","Aleena","Kirby"
"44","The Calculation (Album Version)","Aleena","Kirby"
"44","Rain","Aleena","Kirby"
"44","Beautiful Calm Driving","Aleena","Kirby"
"44","Lead Me Home","Aleena","Kirby"
"44","Crack A Bottle","Aleena","Kirby"
"44","Oxford Comma (Album)","Aleena","Kirby"
"32","Guess Who","Lily","Burns"
"10","If You Want Me (Live)","Sylvie","Cruz"
"37","Tonight (Single Mix)","Jordan","Hicks"
"10","The Islander","Sylvie","Cruz"
"28","As Rosas NÃÂ£o Falam","Brantley","West"
"28","I Think Ur A Contra","Brantley","West"
"28","Hassle","Brantley","West"
"28","Wish You Were Here","Brantley","West"
"28","Allies","Brantley","West"
"77","Hypnopaedia","Magdalene","Herman"
"43","Cooler Than Me","Jahiem","Miles"
"78","ReprÃÂ©sente","Chloe","Roth"
"78","Above The Clouds (Edited)","Chloe","Roth"
"74","Shake Your Head","Braden","Parker"
"78","Crossfire","Chloe","Roth"
"78","You're The One","Chloe","Roth"
"100","Obvious Heart","Adler","Barrera"
"100","Intoxication","Adler","Barrera"
"69","Up Up & Away","Anabelle","Simpson"
"100","Fairy Tale","Adler","Barrera"
"69","None Shall Pass (Main)","Anabelle","Simpson"
"33","Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version)","Bronson","Harris"
"33","Ghost Tigers Rise (Album Version)","Bronson","Harris"
"33","Don't Wait For Daylight (Album Version)","Bronson","Harris"
"80","Hard Times (LP Version)","Tegan","Levine"
"80","Somebody To Love","Tegan","Levine"
"80","Walk Like A Woman (Album Version)","Tegan","Levine"
"80","You Belong With Me","Tegan","Levine"
"80","Festival (Of 7 Lights)","Tegan","Levine"
"73","Dynamite!","Jacob","Klein"
"73","Learn To Fly","Jacob","Klein"
"73","Buzos (En La Luna)","Jacob","Klein"
"73","Back To Life (Album Version)","Jacob","Klein"
"73","Me Quedo Contigo [Si Me Das A Elegir]","Jacob","Klein"
"73","Nothin' On You [feat. Bruno Mars] (Album Version)","Jacob","Klein"
"73","Naw Meen","Jacob","Klein"
"73","Don't Close The Door","Jacob","Klein"
"73","Again & Again","Jacob","Klein"
"73","Sing","Jacob","Klein"
"73","Juguete De Nadie","Jacob","Klein"
"73","Blind (Frankie Knuckles Remix)","Jacob","Klein"
"73","Kitty Kat","Jacob","Klein"
"73","Pacific Coast Highway","Jacob","Klein"
"73","Be (Intro)","Jacob","Klein"
"73","Can You Tell","Jacob","Klein"
"73","There For You","Jacob","Klein"
"73","Danger Bird (Album Version)","Jacob","Klein"
"73","You Already Know What You Are","Jacob","Klein"
"73","Sleepin' On My Couch","Jacob","Klein"
"73","La Cachila","Jacob","Klein"
"73","Do You Remember","Jacob","Klein"
"73","Knockin' On Heaven's Door","Jacob","Klein"
"73","Coast 2 Coast","Jacob","Klein"
"73","Who Cares Wins","Jacob","Klein"
"73","Jane Became Insane","Jacob","Klein"
"69","Too Drunk Too F****","Anabelle","Simpson"
"69","Divinations (Album Version)","Anabelle","Simpson"
"69","Sam's Town","Anabelle","Simpson"
"83","Right Through You (LP Version)","Stefany","White"
"97","Sometimes","Kate","Harrell"
"97","My Doorbell (Album Version)","Kate","Harrell"
"97","Panales de Algodon","Kate","Harrell"
"97","Restless","Kate","Harrell"
"97","Begging For Mercy","Kate","Harrell"
"97","Undo","Kate","Harrell"
"97","Celebration","Kate","Harrell"
"63","Stronger Than Me","Ayla","Johnson"
"97","You're Not Alone","Kate","Harrell"
"97","Last Living Souls","Kate","Harrell"
"97","Everybody Comes to Rick's","Kate","Harrell"
"97","Don't You Know Who I Think I Am?","Kate","Harrell"
"97","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","Kate","Harrell"
"97","Not In Love","Kate","Harrell"
"97","Ain't No Rest For The Wicked (Original Version)","Kate","Harrell"
"97","Luxury Tax","Kate","Harrell"
"8","Red Dress","Kaylee","Summers"
"8","Never Let You Go","Kaylee","Summers"
"8","You're My Flame [Album Version]","Kaylee","Summers"
"8","Heads Will Roll","Kaylee","Summers"
"8","Clockwork Skinhead","Kaylee","Summers"
"9","SÃÂ¥n't ÃÂr Livet (You Can Have Her) (2002 Digital Remaster)","Wyatt","Scott"
"9","There Is A Light That Never Goes Out","Wyatt","Scott"
"9","Master Of Puppets","Wyatt","Scott"
"89","Too Many Dicks (On The Dance Floor)","Kynnedi","Sanchez"
"89","Come Clarity","Kynnedi","Sanchez"
"9","Cuando","Wyatt","Scott"
"9","Era En Abril","Wyatt","Scott"
"50","Click Click Boom","Ava","Robinson"
"101","How Long","Jayden","Fox"
"50","Enganchate Conmigo","Ava","Robinson"
"50","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","Ava","Robinson"
"50","Unto The Day","Ava","Robinson"
"14","Crumpshit","Theodore","Harris"
"14","A Beggar On A Beach Of Gold","Theodore","Harris"
"14","Hey You","Theodore","Harris"
"10","Seven Nation Army (Album Version)","Sylvie","Cruz"
"14","Nighttime","Theodore","Harris"
"100","Amazing Life","Adler","Barrera"
"100","Let's Get Married","Adler","Barrera"
"80","Baby I'm Yours","Tegan","Levine"
"50","Build High","Ava","Robinson"
"50","Atonement","Ava","Robinson"
"50","A Beggar On A Beach Of Gold","Ava","Robinson"
"50","Music Matters (Mark Knight Dub)","Ava","Robinson"
"86","Be Somebody","Aiden","Hess"
"10","Carnal","Sylvie","Cruz"
"10","Impossible","Sylvie","Cruz"
"66","Bare","Kevin","Arellano"
"66","Smile","Kevin","Arellano"
"44","Sehr kosmisch","Aleena","Kirby"
"15","Keep Holding On","Lily","Koch"
"15","When The Children Cry","Lily","Koch"
"15","You And Me (Wedding Version)","Lily","Koch"
"44","Stranger Aeons","Aleena","Kirby"
"15","The Climb","Lily","Koch"
"44","Indestructible","Aleena","Kirby"
"15","Lanky (Part One)","Lily","Koch"
"44","Racing East","Aleena","Kirby"
"44","Angel","Aleena","Kirby"
"15","Sugar Ray (LP Version)","Lily","Koch"
"15","Guaranteed","Lily","Koch"
"44","No Cars Go","Aleena","Kirby"
"15","Verde Que Te Quero Rosa","Lily","Koch"
"15","Good Man","Lily","Koch"
"44","Tomorrow","Aleena","Kirby"
"23","You're The One","Morris","Gilmore"
"15","Halo","Lily","Koch"
"15","Take Me Out","Lily","Koch"
"15","Itchy Feet","Lily","Koch"
"15","Aerodynamic (Daft Punk Remix)","Lily","Koch"
"15","Narc","Lily","Koch"
"15","On A Ragga Tip","Lily","Koch"
"29","It Is You - Live","Jacqueline","Lynch"
"15","While You're Still Young","Lily","Koch"
"15","Hotel","Lily","Koch"
"29","shimmer","Jacqueline","Lynch"
"84","Master Of Puppets","Shakira","Hunt"
"15","Nothin' On You [feat. Bruno Mars] (Album Version)","Lily","Koch"
"29","Why Georgia","Jacqueline","Lynch"
"15","Ghost Town","Lily","Koch"
"15","Brooklyn Zoo [Explicit Version]","Lily","Koch"
"15","Bubble Toes","Lily","Koch"
"15","You","Lily","Koch"
"15","Nobody Puts Baby In The Corner","Lily","Koch"
"15","Not Fair (Clean Radio Edit)","Lily","Koch"
"15","Section Ten","Lily","Koch"
"2","Macarena","Jizelle","Benjamin"
"15","ReprÃÂ©sente","Lily","Koch"
"26","Second Chance (Album Version)","Ryan","Smith"
"15","Given Up (Album Version)","Lily","Koch"
"15","Nothing Else ReMayns","Lily","Koch"
"15","Your Father","Lily","Koch"
"15","Long Way To Go","Lily","Koch"
"15","The Crow & The Butterfly (Album Version)","Lily","Koch"
"15","Slim's Shout","Lily","Koch"
"15","Mambo No. 5 (A Little Bit Of...)","Lily","Koch"
"15","Matricide","Lily","Koch"
"15","There_ There","Lily","Koch"
"15","Ode to LRC (Album)","Lily","Koch"
"15","My Immortal (Album Version)","Lily","Koch"
"15","Mockingbird","Lily","Koch"
"15","A Letter To Myself","Lily","Koch"
"15","Multiplicados por nueve","Lily","Koch"
"15","I Can See","Lily","Koch"
"15","Let Me (Amended Album Version)","Lily","Koch"
"15","Time To Pretend","Lily","Koch"
"15","Lambada","Lily","Koch"
"15","Chan Chan (Live)","Lily","Koch"
"15","Tears Don't Fall","Lily","Koch"
"15","Red Room Blues","Lily","Koch"
"15","Au Revoir (Album Version)","Lily","Koch"
"15","The Gift","Lily","Koch"
"15","(I Got Everything I Need) Almost (Live Version)","Lily","Koch"
"15","A Love Supreme","Lily","Koch"
"15","White Is In The Winter Night (Album)","Lily","Koch"
"15","Cover Me","Lily","Koch"
"15","Hong Kong","Lily","Koch"
"15","Fim De Caso","Lily","Koch"
"15","Take Over The World","Lily","Koch"
"15","Messin' With The Kid (Live Version)","Lily","Koch"
"15","Barber's Adagio For Strings (Ferry Corsten Remix)","Lily","Koch"
"15","Life In Technicolor ii","Lily","Koch"
"15","84 Pontiac Dream","Lily","Koch"
"15","Sea Of Love","Lily","Koch"
"15","Crumpshit","Lily","Koch"
"15","Life In A Northern Town (LP Version)","Lily","Koch"
"15","Planet Caravan (Remastered LP Version)","Lily","Koch"
"15","Music","Lily","Koch"
"15","Don't Stop The Fight","Lily","Koch"
"15","Everlong","Lily","Koch"
"15","Quiet Please","Lily","Koch"
"15","Never Give Up","Lily","Koch"
"33","Mr Blue Sky","Bronson","Harris"
"15","Miss Sobriety (Album Version)","Lily","Koch"
"15","Rockin' Rollin' Stone","Lily","Koch"
"33","Teardrop","Bronson","Harris"
"15","Liezah","Lily","Koch"
"15","Pain & Torture","Lily","Koch"
"15","Life","Lily","Koch"
"15","Que pides tu?","Lily","Koch"
"15","240 Years Before Your Time","Lily","Koch"
"52","Besame","Theodore","Smith"
"15","Numb","Lily","Koch"
"15","Ain't What It Used To Be","Lily","Koch"
"15","Move Away","Lily","Koch"
"15","Right Now (Produced by Ayatollah)","Lily","Koch"
"15","Second Chance (Album Version)","Lily","Koch"
"15","Laid In Earth","Lily","Koch"
"15","I Like It Like That","Lily","Koch"
"15","The Key (Album Version)","Lily","Koch"
"15","Who Can Compare","Lily","Koch"
"15","Dame La Mano Juancho","Lily","Koch"
"15","I Love Playin'  With Fire","Lily","Koch"
"15","Suddenly","Lily","Koch"
"15","El Kilo","Lily","Koch"
"50","Nevermore (1994 Digital Remaster)","Ava","Robinson"
"50","Heartbeat Radio","Ava","Robinson"
"15","Greece 2000","Lily","Koch"
"15","Festival (Of 7 Lights)","Lily","Koch"
"15","Don't Be Shallow","Lily","Koch"
"15","The Black Crow Knows","Lily","Koch"
"15","Video Killed The Radio Star","Lily","Koch"
"15","Pursuit Of Happiness (nightmare)","Lily","Koch"
"15","Road To Zion","Lily","Koch"
"15","Pushing Me Away (Album Version)","Lily","Koch"
"15","Killa","Lily","Koch"
"15","Lonesome Road","Lily","Koch"
"15","Hey There Mr. Brooks (feat. Feat. Shawn Mike of Alesana)","Lily","Koch"
"15","The Chariot","Lily","Koch"
"32","Twilight Time","Lily","Burns"
"32","Don't Lie","Lily","Burns"
"54","Invalid","Kaleb","Cook"
"54","Wrong Turn","Kaleb","Cook"
"42","Supermassive Black Hole (Twilight Soundtrack Version)","Harper","Barrett"
"42","Lighten Up","Harper","Barrett"
"42","Pienso En Ti","Harper","Barrett"
"42","Amor Prohibido","Harper","Barrett"
"42","Day 'N' Nite","Harper","Barrett"
"42","Black Masks & Gasoline","Harper","Barrett"
"42","I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You)","Harper","Barrett"
"42","Staple It Together","Harper","Barrett"
"42","Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version)","Harper","Barrett"
"42","Hey_ Soul Sister","Harper","Barrett"
"42","Rehab","Harper","Barrett"
"42","Van Helsing Boombox","Harper","Barrett"
"42","The Stallion","Harper","Barrett"
"42","Fireflies","Harper","Barrett"
"42","I Want I Want","Harper","Barrett"
"42","Railway","Harper","Barrett"
"42","Clark Gable (Album)","Harper","Barrett"
"42","Phaeton","Harper","Barrett"
